,tweet_id,timestamp,source,expanded_urls,name,dog_stage,dog_rating,jpg_url,img_num,dog_type,conf,retweet_count,favorite_count
25,886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",Roscoe,pupper,12,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog,0.999201,3316,21524
26,886258384151887873,2017-07-15 16:17:19+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/886258384151887873/photo/1,Waffles,None,13,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug,0.943575,6523,28469
27,885984800019947520,2017-07-14 22:10:11+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/885984800019947520/photo/1,Jimbo,None,12,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel,0.972494,7097,33382
28,885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/885528943205470208/photo/1,Maisey,None,13,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,6683,36689
29,885167619883638784,2017-07-12 16:03:00+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",None,None,13,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,0.8124819999999999,4556,22367
30,884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/884925521741709313/photo/1,Earl,None,12,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_greyhound,0.259916,16439,68152
31,884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",Lola,None,13,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,6096,28514
32,884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/884562892145688576/photo/1,Kevin,None,13,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,5100,24765
33,884441805382717440,2017-07-10 15:58:53+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/884441805382717440/photo/1,None,None,14,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,5856,27478
34,884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/884162670584377345/photo/1,Yogi,doggo,12,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd,0.707046,3128,20771
35,883838122936631299,2017-07-09 00:00:04+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/883838122936631299/photo/1,Noah,None,12,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,3586,22349
36,883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",Bella,None,5,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,0.943082,10407,46860
37,883360690899218434,2017-07-07 16:22:55+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/883360690899218434/photo/1,Grizzwald,floofer,13,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,3825,22986
38,883117836046086144,2017-07-07 00:17:54+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",None,None,13,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever,0.949562,6949,37914
39,882992080364220416,2017-07-06 15:58:11+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",Rusty,None,13,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_dog,0.466778,4122,24445
40,882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/882762694511734784/photo/1,Gus,pupper,12,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever,0.85005,5134,28903
41,882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/882627270321602560/photo/1,Stanley,None,13,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,6342,28382
42,882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",Alfy,None,13,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,0.762211,12118,45880
43,882045870035918850,2017-07-04 01:18:17+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",Koko,None,13,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,golden_retriever,0.00694063,5203,29900
44,881906580714921986,2017-07-03 16:04:48+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/881906580714921986/photo/1,Rey,None,12,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.291539,3533,24773
45,881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/881666595344535552/photo/1,Gary,None,13,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,11099,51522
46,881536004380872706,2017-07-02 15:32:16+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/881536004380872706/video/1,None,pupper,14,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,0.281463,16570,50199
47,880872448815771648,2017-06-30 19:35:32+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/880872448815771648/photo/1,None,None,12,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,3989,21734
48,880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",Bella,None,12,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,0.913255,6546,29075
49,880221127280381952,2017-06-29 00:27:25+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",Jesse,None,12,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525,4436,27640
50,880095782870896641,2017-06-28 16:09:20+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/880095782870896641/photo/1,None,None,11,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher,0.120298,4533,28150
51,879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",Romeo,None,13,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,0.813507,3642,22667
52,879492040517615616,2017-06-27 00:10:17+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/879492040517615616/photo/1,Bailey,None,12,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German_short-haired_pointer,0.479896,3323,23822
53,879415818425184262,2017-06-26 19:07:24+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/879415818425184262/video/1,Duddles,None,13,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English_springer,0.383404,45849,107956
54,879376492567855104,2017-06-26 16:31:08+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/879376492567855104/photo/1,Jack,None,12,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Labrador_retriever,0.0334961,3261,17099
55,879008229531029506,2017-06-25 16:07:47+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/879008229531029506/photo/1,Beau,None,13,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,0.960513,2812,19317
56,878776093423087618,2017-06-25 00:45:22+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",Snoopy,puppo,13,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian_greyhound,0.734684,4319,19763
57,878281511006478336,2017-06-23 16:00:04+00:00,Twitter for iPhone,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",Shadow,None,13,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,0.32042,1349,7913
58,878057613040115712,2017-06-23 01:10:23+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",Emmy,None,14,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French_bulldog,0.839097,7181,42876
59,877736472329191424,2017-06-22 03:54:17+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",Aja,None,13,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake_Bay_retriever,0.8379559999999999,17300,71144
60,877556246731214848,2017-06-21 15:58:08+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/877556246731214848/photo/1,Penny,None,12,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,basset,0.995368,3994,23258
61,877316821321428993,2017-06-21 00:06:44+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",Dante,None,13,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,0.5099670000000001,5414,27907
62,877201837425926144,2017-06-20 16:29:50+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",Nelly,None,12,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.93112,5880,27755
63,876838120628539392,2017-06-19 16:24:33+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",Ginger,pupper,12,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,0.575751,3506,21125
64,876484053909872640,2017-06-18 16:57:37+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/876484053909872640/photo/1,Benedict,None,13,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever,0.874566,2511,19163
65,876120275196170240,2017-06-17 16:52:05+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/876120275196170240/photo/1,Venti,None,13,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese_mountain_dog,0.534327,4903,28490
66,875747767867523072,2017-06-16 16:11:53+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/875747767867523072/photo/1,Goose,None,13,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador_retriever,0.799551,4497,25773
67,875144289856114688,2017-06-15 00:13:52+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/875144289856114688/video/1,Nugget,None,13,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian_husky,0.245048,5081,22185
68,875021211251597312,2017-06-14 16:04:48+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",None,None,12,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West_Highland_white_terrier,0.7143189999999999,4922,26022
69,874680097055178752,2017-06-13 17:29:20+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/874680097055178752/photo/1,Cash,None,12,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador_retriever,0.836052,4875,28439
70,874296783580663808,2017-06-12 16:06:11+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/874296783580663808/photo/1,Jed,pupper,13,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel,0.437216,4308,26651
71,874057562936811520,2017-06-12 00:15:36+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/874057562936811520/photo/1,None,None,12,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,flat-coated_retriever,0.8321770000000001,4125,23134
72,874012996292530176,2017-06-11 21:18:31+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",Sebastian,puppo,13,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,0.806674,11007,35501
73,873580283840344065,2017-06-10 16:39:04+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/873580283840344065/photo/1,None,None,13,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,Newfoundland,0.678537,4143,24837
74,873213775632977920,2017-06-09 16:22:42+00:00,Twitter for iPhone,"https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",Sierra,pupper,12,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla,0.6197819999999999,1667,7467
75,872967104147763200,2017-06-09 00:02:31+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/872967104147763200/photo/1,https://twitter.com/dog_rates/status/872967104147763200/photo/1",None,doggo,12,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador_retriever,0.476913,5669,28031
76,872820683541237760,2017-06-08 14:20:41+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1",None,None,13,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,pug,0.99912,3884,15029
77,872620804844003328,2017-06-08 01:06:27+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/872620804844003328/photo/1,Monkey,None,13,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cocker_spaniel,0.513191,3911,21309
78,872486979161796608,2017-06-07 16:14:40+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/872486979161796608/photo/1,None,None,12,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,Pembroke,0.931861,9429,41606
79,872261713294495745,2017-06-07 01:19:32+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/872261713294495745/photo/1,https://twitter.com/dog_rates/status/872261713294495745/photo/1",Harry,None,13,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,Labrador_retriever,0.972019,6649,35085
80,872122724285648897,2017-06-06 16:07:15+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/872122724285648897/photo/1,https://twitter.com/dog_rates/status/872122724285648897/photo/1",Kody,None,12,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1,pug,0.06673630000000001,8549,35324
81,871879754684805121,2017-06-06 00:01:46+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/871879754684805121/photo/1,https://twitter.com/dog_rates/status/871879754684805121/photo/1",Lassie,None,13,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,Shetland_sheepdog,0.969171,11918,39090
82,871762521631449091,2017-06-05 16:15:56+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1",Rover,pupper,12,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,Labrador_retriever,0.921393,3678,20787
83,871515927908634625,2017-06-04 23:56:03+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/871515927908634625/photo/1,https://twitter.com/dog_rates/status/871515927908634625/photo/1",Napolean,doggo,12,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2,komondor,0.974781,3628,20730
84,871032628920680449,2017-06-03 15:55:36+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/871032628920680449/photo/1,Boomer,None,13,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1,kelpie,0.3980530000000001,3999,23255
85,870656317836468226,2017-06-02 15:00:16+00:00,Twitter for iPhone,"https://www.gofundme.com/help-fix-codys-torn-acl,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1",Cody,None,13,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,Pembroke,0.945495,2817,12819
86,870374049280663552,2017-06-01 20:18:38+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/870374049280663552/photo/1,Zoey,None,13,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,golden_retriever,0.841001,27680,85011
87,870308999962521604,2017-06-01 16:00:09+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/870308999962521604/photo/1,https://twitter.com/dog_rates/status/870308999962521604/photo/1",Rumble,None,13,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,Greater_Swiss_Mountain_dog,0.6227520000000001,4384,22453
88,869772420881756160,2017-05-31 04:27:59+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/869772420881756160/photo/1,Dewey,None,13,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,Pembroke,0.980148,10663,43710
89,869702957897576449,2017-05-30 23:51:58+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/869702957897576449/photo/1,Stanley,None,13,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1,Pembroke,0.993449,6728,29116
90,869596645499047938,2017-05-30 16:49:31+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/869596645499047938/photo/1,https://twitter.com/dog_rates/status/869596645499047938/photo/1",Scout,doggo,12,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,1,Chihuahua,0.955156,3327,16476
91,869227993411051520,2017-05-29 16:24:37+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/869227993411051520/photo/1,Gizmo,None,13,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,Pembroke,0.664181,4023,21112
92,868880397819494401,2017-05-28 17:23:24+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/868880397819494401/photo/1,Walter,None,14,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,1,French_bulldog,0.0999839,12518,55098
93,868622495443632128,2017-05-28 00:18:35+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/868622495443632128/photo/1,None,None,13,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,Labrador_retriever,0.868107,6275,28295
